icd10code,auc_ResNet_T(ALL2ALL)-E(ALL2ALL),auc_S4_T(ALL2ALL)-E(ALL2ALL),auc_S4_T(ALL2ALL)-E(ALL2HOSP),auc_S4_T(ALL2ALL)-E(ED2HOSP),auc_S4_T(ALL2ALL)-E(ED2ED),auc_S4_T(ALL2ALL)-E(ED2ALL),auc_S4_T(ED2ALL)-E(ED2ALL),auc_S4_T(ED2ALL)-E(ALL2ALL),auc_S4_T(ED2ED)-E(ALL2ALL),description,block,len,auc_ResNet_T(ALL2ALL)-E(ALL2ALL)_low,auc_ResNet_T(ALL2ALL)-E(ALL2ALL)_high,auc_S4_T(ALL2ALL)-E(ALL2ALL)_low,auc_S4_T(ALL2ALL)-E(ALL2ALL)_high,ecgs_S4_T(ALL2ALL)-E(ALL2ALL),total_ecgs_S4_T(ALL2ALL)-E(ALL2ALL),patients_S4_T(ALL2ALL)-E(ALL2ALL),total_patients_S4_T(ALL2ALL)-E(ALL2ALL),auc_S4_T(ALL2ALL)-E(ALL2HOSP)_low,auc_S4_T(ALL2ALL)-E(ALL2HOSP)_high,ecgs_S4_T(ALL2ALL)-E(ALL2HOSP),total_ecgs_S4_T(ALL2ALL)-E(ALL2HOSP),patients_S4_T(ALL2ALL)-E(ALL2HOSP),total_patients_S4_T(ALL2ALL)-E(ALL2HOSP),auc_S4_T(ALL2ALL)-E(ED2HOSP)_low,auc_S4_T(ALL2ALL)-E(ED2HOSP)_high,ecgs_S4_T(ALL2ALL)-E(ED2HOSP),total_ecgs_S4_T(ALL2ALL)-E(ED2HOSP),patients_S4_T(ALL2ALL)-E(ED2HOSP),total_patients_S4_T(ALL2ALL)-E(ED2HOSP),auc_S4_T(ALL2ALL)-E(ED2ED)_low,auc_S4_T(ALL2ALL)-E(ED2ED)_high,ecgs_S4_T(ALL2ALL)-E(ED2ED),total_ecgs_S4_T(ALL2ALL)-E(ED2ED),patients_S4_T(ALL2ALL)-E(ED2ED),total_patients_S4_T(ALL2ALL)-E(ED2ED),auc_S4_T(ALL2ALL)-E(ED2ALL)_low,auc_S4_T(ALL2ALL)-E(ED2ALL)_high,ecgs_S4_T(ALL2ALL)-E(ED2ALL),total_ecgs_S4_T(ALL2ALL)-E(ED2ALL),patients_S4_T(ALL2ALL)-E(ED2ALL),total_patients_S4_T(ALL2ALL)-E(ED2ALL),auc_S4_T(ED2ALL)-E(ED2ALL)_low,auc_S4_T(ED2ALL)-E(ED2ALL)_high,ecgs_S4_T(ED2ALL)-E(ED2ALL),total_ecgs_S4_T(ED2ALL)-E(ED2ALL),patients_S4_T(ED2ALL)-E(ED2ALL),total_patients_S4_T(ED2ALL)-E(ED2ALL),auc_S4_T(ED2ALL)-E(ALL2ALL)_low,auc_S4_T(ED2ALL)-E(ALL2ALL)_high,ecgs_S4_T(ED2ALL)-E(ALL2ALL),total_ecgs_S4_T(ED2ALL)-E(ALL2ALL),patients_S4_T(ED2ALL)-E(ALL2ALL),total_patients_S4_T(ED2ALL)-E(ALL2ALL),auc_S4_T(ED2ED)-E(ALL2ALL)_low,auc_S4_T(ED2ED)-E(ALL2ALL)_high,ecgs_S4_T(ED2ED)-E(ALL2ALL),total_ecgs_S4_T(ED2ED)-E(ALL2ALL),patients_S4_T(ED2ED)-E(ALL2ALL),total_patients_S4_T(ED2ED)-E(ALL2ALL),auc_ResNet_T(ED2ALL)-E(ED2ALL),auc_ResNet_T(ED2ALL)-E(ED2ALL)_low,auc_ResNet_T(ED2ALL)-E(ED2ALL)_high,total_patients_ResNet_T(ED2ALL)-E(ED2ALL),total_ecgs_ResNet_T(ED2ALL)-E(ED2ALL),patients_ResNet_T(ED2ALL)-E(ED2ALL),ecgs_ResNet_T(ED2ALL)-E(ED2ALL),chapter
E877,0.7702120091064314,0.7706376534677616,0.7400039391887733,0.7405895691609977,0.730365733495624,0.7903476421363985,0.784406961579023,0.7340798032360355,,Fluid overload,E00-E90,4,0.7385317280888557,0.8031079098582268,0.7367051810026168,0.8024000227451324,175.0,14231,121.0,6171,0.7010355368256569,0.7734799221158027,175.0,11780,121.0,5026,0.6816505551338196,0.7949048966169356,63.0,5243,58.0,2907,0.611694224178791,0.8346885427832603,9.0,7677,7.0,4197,0.7415598541498184,0.8372283995151519,63.0,7694,58.0,4202,0.7413394838571549,0.8235526770353317,63.0,7694,58.0,4202,0.699329997599125,0.7655677899718284,175.0,14231,121.0,6171,,,,14231,,6171,0.7963340842386839,0.7457649320363998,0.8411536544561387,4202,7694,58.0,63.0,IV
N99,0.7397301756973749,0.7400246383982474,0.6996752504769699,0.7424347158218125,0.7569082377476538,0.7902560946039207,0.7802212150038237,0.7126481649177837,,"Intraoperative and postprocedural complications and disorders of genitourinary system, not elsewhere classified",N00-N99,3,0.7093390032649041,0.7669009149074554,0.71185522377491,0.768071499466896,183.0,14231,155.0,6171,0.6684294551610946,0.7306533187627793,183.0,11780,155.0,5026,0.669283801317215,0.8126915454864502,35.0,5243,33.0,2907,0.5639373362064362,0.9875236302614212,5.0,7677,5.0,4197,0.7253921210765839,0.8525325000286103,35.0,7694,33.0,4202,0.7060729265213013,0.8460745200514793,35.0,7694,33.0,4202,0.6797088697552681,0.7463808298110962,183.0,14231,155.0,6171,,,,14231,,6171,0.8085576259489302,0.745434720814228,0.8690566673874855,4202,7694,33.0,35.0,XIV
L975,0.8006460455336172,0.7870196390813619,0.7603607045668972,0.7441971993094187,0.8004171011470281,0.7899399791231733,0.8104601600556716,0.7622745722803709,,Non-pressure chronic ulcer of other part of foot,L00-L99,4,0.7649542182683945,0.8351510480046272,0.7496722117066383,0.8211474478244781,121.0,14231,75.0,6171,0.7234825640916824,0.7995201930403709,121.0,11780,75.0,5026,0.672919537127018,0.8162684172391892,30.0,5243,24.0,2907,0.6649983555078507,0.9075226813554764,5.0,7677,4.0,4197,0.7291348606348038,0.8531519487500191,30.0,7694,24.0,4202,0.7404766127467155,0.8726733148097991,30.0,7694,24.0,4202,0.7224057301878929,0.7997624859213829,121.0,14231,75.0,6171,,,,14231,,6171,0.8267788796102993,0.7740473613142967,0.8809079021215439,4202,7694,24.0,30.0,XII
I330,0.7757067049360877,0.8071454794246238,0.7851571954925638,0.761750095529232,,0.7897925251210871,0.7888382852598858,0.7681065907211486,,Acute and subacute infective endocarditis,I00-I99,4,0.7031464219093323,0.849865148961544,0.7346087679266929,0.8714345395565033,38.0,14231,27.0,6171,0.7113942563533783,0.8573986381292343,38.0,11780,27.0,5026,0.5379618674516679,0.9276678770780564,9.0,5243,8.0,2907,,,0.0,7677,0.0,4197,0.550446330010891,0.9444177463650704,9.0,7694,8.0,4202,0.5691127151250839,0.9501347824931144,9.0,7694,8.0,4202,0.6823839738965035,0.8472197785973549,38.0,14231,27.0,6171,,,,14231,,6171,0.8124774090941951,0.6547416582703591,0.9368691876530648,4202,7694,8.0,9.0,IX
F341,0.7223398957575,0.7240722462159614,0.6929998763455864,0.7615147312033672,,0.7892354779890597,0.8047668663714509,0.7075532266492781,,Dysthymic disorder,F00-F99,4,0.6862804427742958,0.7586382091045379,0.6892542034387589,0.7604033946990967,127.0,14231,93.0,6171,0.6516595646739006,0.7340127304196358,127.0,11780,93.0,5026,0.6713509544730187,0.8459381952881813,16.0,5243,15.0,2907,,,0.0,7677,0.0,4197,0.7013758346438408,0.8675726696848869,16.0,7694,15.0,4202,0.7269895881414413,0.8731209978461265,16.0,7694,15.0,4202,0.668637590110302,0.7467564910650253,127.0,14231,93.0,6171,,,,14231,,6171,0.7876807111226881,0.7215055093169213,0.8533565774559975,4202,7694,15.0,16.0,V
R531,0.7955918866912061,0.7902972653768147,0.7425005561850362,0.7610410688440655,0.7909659227563332,0.7891939808966603,0.8131241273851472,0.8156750674658189,0.7967183742199366,Weakness,R00-R99,4,0.7517863392829895,0.83490040153265,0.7476124882698059,0.8302805110812187,109.0,14231,84.0,6171,0.6768592417240142,0.7993712514638901,66.0,11780,48.0,5026,0.719735586643219,0.8040007531642913,46.0,5243,40.0,2907,0.7662440195679665,0.8172185406088829,148.0,7677,125.0,4197,0.7538559556007385,0.8215957179665565,89.0,7694,76.0,4202,0.783510585129261,0.8444457039237022,89.0,7694,76.0,4202,0.7814075395464897,0.8496187403798103,109.0,14231,84.0,6171,0.7518283650279045,0.8367088615894318,109.0,14231,84.0,6171,0.8028307810503142,0.7723152980208396,0.8341554164886474,4202,7694,76.0,89.0,XVIII
Z9665,0.7511628159707884,0.7622171749005628,0.7360693396850602,0.7481014795929484,0.7717835114238554,0.7891750905577811,0.7990174537846985,0.7654018778934557,,Presence of artificial knee joint,Z00-Z99,5,0.7313820332288742,0.7710097521543503,0.7406936377286911,0.7832380533218384,331.0,14231,169.0,6171,0.7132424533367157,0.7587748423218728,330.0,11780,168.0,5026,0.717766261100769,0.7782252907752991,144.0,5243,96.0,2907,0.554053008556366,0.9124441266059876,3.0,7677,3.0,4197,0.7578025326132775,0.8151031523942948,145.0,7694,97.0,4202,0.7674138560891152,0.8273810103535653,145.0,7694,97.0,4202,0.7435616016387939,0.7874895080924034,331.0,14231,169.0,6171,,,,14231,,6171,0.7968509188245987,0.7667915776371956,0.8243257775902748,4202,7694,97.0,145.0,XXI
I33,0.7734404359263434,0.8036813806261383,0.7809888206787959,0.7601579416634824,,0.7887515361815947,0.786944263717198,0.7694024080016189,,Acute and subacute endocarditis,I00-I99,3,0.7037242859601974,0.8441864177584648,0.7327069923281669,0.8672421157360077,39.0,14231,28.0,6171,0.7107544422149659,0.8507066637277603,39.0,11780,28.0,5026,0.5398786082863808,0.9288411930203436,9.0,5243,8.0,2907,,,0.0,7677,0.0,4197,0.5514132887125016,0.9440261021256446,9.0,7694,8.0,4202,0.5746306881308557,0.9489898070693016,9.0,7694,8.0,4202,0.68746427744627,0.8456949532032013,39.0,14231,28.0,6171,,,,14231,,6171,0.8087471987276802,0.6483800679445268,0.9363880977034568,4202,7694,8.0,9.0,IX
H91,0.7498425925472588,0.7442824129607779,0.7170255266223597,0.7488983881841024,0.6359609120521172,0.7885761385976409,0.7866603866317169,0.7397406081851875,,Other and unspecified hearing loss,H60-H95,3,0.7168130531907082,0.7833667457103729,0.7088221162557602,0.7820307940244675,145.0,14231,85.0,6171,0.6759740650653839,0.7556877210736275,144.0,11780,84.0,5026,0.6777786031365395,0.8019210457801819,63.0,5243,49.0,2907,0.3773612640798092,0.8918707370758057,2.0,7677,2.0,4197,0.7338662505149841,0.8382230058312417,64.0,7694,50.0,4202,0.734845507144928,0.8338875755667686,64.0,7694,50.0,4202,0.7044966742396355,0.7765656635165215,145.0,14231,85.0,6171,,,,14231,,6171,0.7808588630406291,0.7309475660324096,0.8243330523371696,4202,7694,50.0,64.0,VIII
G31,0.7531839296670105,0.7354510089466908,0.7113835096958505,0.7456718300974275,0.9321973152613059,0.788380208082075,0.8138540668812269,0.7463286206454832,,"Other degenerative diseases of nervous system, not elsewhere classified",G00-G99,3,0.7139723226428032,0.7889897614717484,0.6933033093810081,0.7743903487920761,105.0,14231,69.0,6171,0.663568152487278,0.7548309475183487,103.0,11780,68.0,5026,0.6865805521607399,0.8032013729214669,55.0,5243,45.0,2907,0.9199580639600754,0.944069892168045,4.0,7677,4.0,4197,0.7358730882406235,0.8364358082413673,57.0,7694,46.0,4202,0.7675208702683449,0.8516956731677056,57.0,7694,46.0,4202,0.706324802339077,0.7835613384842872,105.0,14231,69.0,6171,,,,14231,,6171,0.7970843699532975,0.7501147240400314,0.8426235675811767,4202,7694,46.0,57.0,VI
K651,0.8166490622726099,0.829030819425862,0.8149900709219858,0.7606133362435883,0.8788609409618142,0.7881952833169172,0.7860580943708303,0.8006783559843204,,Peritoneal abscess,K00-K93,4,0.7191316157579422,0.9026861011981964,0.7401457101106644,0.9128166303038596,30.0,14231,23.0,6171,0.7038318604230881,0.90222709774971,30.0,11780,23.0,5026,0.5527968674898148,0.985314217209816,7.0,5243,7.0,2907,0.7278679609298706,0.9975246340036392,4.0,7677,4.0,4197,0.5779741525650024,0.9780486494302748,7.0,7694,7.0,4202,0.5975266620516777,0.9514943286776544,7.0,7694,7.0,4202,0.7214527100324631,0.8737875178456307,30.0,14231,23.0,6171,,,,14231,,6171,0.7730212417996989,0.5612965032458306,0.9538581982254982,4202,7694,7.0,7.0,XI
N189,0.7582855309020912,0.7618424526180272,0.7329458203602351,0.7440461643342251,0.7757852605934047,0.7880421212177456,0.793360679649221,0.753114489005329,,"Chronic kidney disease, unspecified",N00-N99,4,0.744598051905632,0.7715596795082093,0.7479105740785599,0.7765050858259201,1014.0,14231,488.0,6171,0.7180433496832848,0.7468538135290146,1007.0,11780,486.0,5026,0.7211556240916253,0.766712860763073,384.0,5243,252.0,2907,0.6569049537181855,0.8719110086560249,15.0,7677,15.0,4197,0.7674235135316849,0.8073246434330941,391.0,7694,254.0,4202,0.7722599402070045,0.812570558488369,391.0,7694,254.0,4202,0.7392296195030212,0.76739142537117,1014.0,14231,488.0,6171,,,,14231,,6171,0.7925692170789218,0.7731560796499253,0.8102838709950447,4202,7694,254.0,391.0,XIV
D6959,0.7358822222691538,0.743756154870825,0.7144915568997307,0.7420090045124423,,0.7879001948294206,0.7845044976579016,0.7148451768887387,,Other secondary thrombocytopenia,D50-D89,5,0.6997975155711174,0.7722332030534744,0.7096570402383804,0.7768848016858101,182.0,14231,124.0,6171,0.6811898127198219,0.7516270130872726,182.0,11780,124.0,5026,0.6899866312742233,0.7919139340519905,76.0,5243,68.0,2907,,,0.0,7677,0.0,4197,0.7421156391501427,0.8303573518991471,76.0,7694,68.0,4202,0.7366537868976594,0.8314303398132324,76.0,7694,68.0,4202,0.6772290989756584,0.750503545999527,182.0,14231,124.0,6171,,,,14231,,6171,0.8097995053267193,0.767126490175724,0.8523122221231461,4202,7694,68.0,76.0,III
F0150,0.7878600700246678,0.7840644147370097,0.7630218372575333,0.7463633437509735,0.7760552371026577,0.7878856624319419,0.8076396909200902,0.776211506326092,,"Vascular dementia, unspecified severity, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety",F00-F99,5,0.7481619834899902,0.8273677691817284,0.7418420642614365,0.8245366603136063,71.0,14231,43.0,6171,0.7202029570937156,0.8061009630560875,70.0,11780,43.0,5026,0.6781036406755447,0.8066679790616036,37.0,5243,30.0,2907,0.7666128188371658,0.7860962703824044,1.0,7677,1.0,4197,0.7333872333168984,0.841351917386055,38.0,7694,30.0,4202,0.752557747066021,0.8585608899593353,38.0,7694,30.0,4202,0.7315723404288292,0.8149979650974274,71.0,14231,43.0,6171,,,,14231,,6171,0.7940315129516581,0.7359988361597061,0.8436470672488212,4202,7694,30.0,38.0,V
T8351,0.7493243084443818,0.7402744482831559,0.7087524150471645,0.7388083091013563,,0.787876812968054,0.7675727557114418,0.7070752250346659,,Infection and inflammatory reaction due to urinary catheter,S00-T98,5,0.6887110650539399,0.8068008840084075,0.6799709871411324,0.7963582634925842,48.0,14231,35.0,6171,0.6373934537172318,0.7695709377527237,48.0,11780,35.0,5026,0.6432839527726174,0.8259814947843551,22.0,5243,21.0,2907,,,0.0,7677,0.0,4197,0.6897849708795547,0.8681489363312721,22.0,7694,21.0,4202,0.6743386089801788,0.8445142179727554,22.0,7694,21.0,4202,0.6334942549467086,0.7682000294327735,48.0,14231,35.0,6171,,,,14231,,6171,0.8054969665371126,0.7258118465542793,0.8739979192614555,4202,7694,21.0,22.0,XIX
F199,0.7326022255803494,0.7212931756390637,0.6980686094610146,0.7677072760131706,0.8542745390203016,0.7878205755677369,0.7971074784651526,0.7121507534334732,,"Other psychoactive substance use, unspecified",F00-F99,4,0.6854713723063469,0.775453069806099,0.6679838240146637,0.7686656162142753,89.0,14231,72.0,6171,0.6437393724918365,0.7495620205998421,88.0,11780,71.0,5026,0.6764574185013771,0.853317742049694,31.0,5243,29.0,2907,0.6306095361709595,0.9666064515709876,7.0,7677,7.0,4197,0.6900989532470704,0.8590730890631676,32.0,7694,30.0,4202,0.7029955998063088,0.8737647771835327,32.0,7694,30.0,4202,0.6642783656716347,0.7642413184046746,89.0,14231,72.0,6171,,,,14231,,6171,0.7691407269642391,0.6794056802988052,0.8497231572866439,4202,7694,30.0,32.0,V
I73,0.7660731689564512,0.7616765992246864,0.7357478738246198,0.7515928501286633,0.577007299270073,0.7877732604638762,0.7757098107171421,0.7467111161212784,,Other peripheral vascular diseases,I00-I99,3,0.7472559034824371,0.7830198153853416,0.7416348397731781,0.7818075224757195,492.0,14231,231.0,6171,0.7152754753828049,0.7548283278942108,489.0,11780,228.0,5026,0.71759412586689,0.7830466911196708,189.0,5243,113.0,2907,0.2276058666408062,0.955854994058609,5.0,7677,5.0,4197,0.7586116701364517,0.8169034853577614,192.0,7694,116.0,4202,0.7424921855330467,0.804596497118473,192.0,7694,116.0,4202,0.7262227848172188,0.7653242126107216,492.0,14231,231.0,6171,,,,14231,,6171,0.7696454556562695,0.7417042016983032,0.7970789849758148,4202,7694,116.0,192.0,IX
Y9223,0.6949752442394088,0.7161407827190982,0.6843420993536744,0.7445998288933401,,0.7877422680412371,0.8637484536082474,0.6799357007160601,,Hospital as the place of occurrence of the external cause,V01-Y98,5,0.6734936237335205,0.7178009524941444,0.6970168650150299,0.736832645535469,545.0,14231,358.0,6171,0.6623908400535583,0.7063793376088142,545.0,11780,358.0,5026,0.7096636056900024,0.779510174691677,194.0,5243,165.0,2907,,,0.0,7677,0.0,4197,0.7580054596066474,0.8189585223793984,194.0,7694,165.0,4202,0.8420793041586876,0.8836636632680893,194.0,7694,165.0,4202,0.6561544150114059,0.7043380349874496,545.0,14231,358.0,6171,,,,14231,,6171,0.850078350515464,0.8270728021860123,0.870581890642643,4202,7694,165.0,194.0,XX
D695,0.7358622763811744,0.7437397288454303,0.7144939256294662,0.7418434803866645,,0.7877292009230216,0.7844958616020229,0.7147736063495191,,Secondary thrombocytopenia,D50-D89,4,0.6997403785586357,0.7722338303923607,0.7095657721161842,0.7769373923540115,182.0,14231,124.0,6171,0.6809836775064468,0.7516442105174065,182.0,11780,124.0,5026,0.6898054614663124,0.791872951388359,76.0,5243,68.0,2907,,,0.0,7677,0.0,4197,0.7419874966144562,0.8302916854619979,76.0,7694,68.0,4202,0.7366777628660202,0.8313745632767677,76.0,7694,68.0,4202,0.6771686747670174,0.7504125252366066,182.0,14231,124.0,6171,,,,14231,,6171,0.8097995053267193,0.7671082139015197,0.8523249626159668,4202,7694,68.0,76.0,III
E873,0.7503889014392212,0.7613548735164791,0.7293067762096087,0.7397862362307777,,0.787664856669457,0.7993372397666018,0.7470813328262362,,Alkalosis,E00-E90,4,0.7150426611304284,0.7853432178497315,0.7259857848286628,0.7950660035014152,149.0,14231,109.0,6171,0.688876935839653,0.767435896396637,149.0,11780,109.0,5026,0.6751345634460449,0.8025572404265404,53.0,5243,48.0,2907,,,0.0,7677,0.0,4197,0.7239440470933914,0.8434817001223565,53.0,7694,48.0,4202,0.7416469350457191,0.8570441842079163,53.0,7694,48.0,4202,0.708128473162651,0.785414670407772,149.0,14231,109.0,6171,,,,14231,,6171,0.8190101562326377,0.766472452878952,0.8676790595054626,4202,7694,48.0,53.0,IV
T835,0.753140658322277,0.7399232715226832,0.7084386563422573,0.7379810094952524,,0.7876417676965194,0.7729789778556166,0.7088562967141446,,"Infection and inflammatory reaction due to prosthetic device, implant and graft in urinary system",S00-T98,4,0.6944993019104004,0.8092437282204628,0.6811923250555992,0.7945815220475196,49.0,14231,36.0,6171,0.6396400257945061,0.7689560741186142,49.0,11780,36.0,5026,0.6463975578546524,0.8213005781173706,23.0,5243,22.0,2907,,,0.0,7677,0.0,4197,0.6937500655651092,0.8645092010498047,23.0,7694,22.0,4202,0.6844869166612626,0.8492867603898049,23.0,7694,22.0,4202,0.6373345047235489,0.7678294673562049,49.0,14231,36.0,6171,,,,14231,,6171,0.8111464408585696,0.7310566395521164,0.8762135803699493,4202,7694,22.0,23.0,XIX
I9789,0.7938650712467081,0.805150199943041,0.776795599370195,0.7479214486100485,,0.7876025524156791,0.7747710205321874,0.7578945235126404,,"Other postprocedural complications and disorders of the circulatory system, not elsewhere classified",I00-I99,5,0.7570095449686051,0.8264576777815819,0.7712897554039955,0.8390009358525276,133.0,14231,115.0,6171,0.7405951023101807,0.8123705491423607,133.0,11780,115.0,5026,0.5869965642690659,0.8718998938798904,15.0,5243,15.0,2907,,,0.0,7677,0.0,4197,0.6382875576615334,0.8965926840901375,15.0,7694,15.0,4202,0.6558901369571686,0.8927605584263801,15.0,7694,15.0,4202,0.7188443407416344,0.7952396482229233,133.0,14231,115.0,6171,,,,14231,,6171,0.7993922819811607,0.6667293816804886,0.9001461088657379,4202,7694,15.0,15.0,IX
I872,0.75906829649634,0.7737545305948406,0.7467136402753873,0.7460158209531159,0.8583061889250814,0.7873308008034233,0.7770806043140337,0.7627416317248241,,Venous insufficiency (chronic) (peripheral),I00-I99,4,0.7207762256264687,0.7944523736834526,0.7401381060481071,0.8066133543848991,160.0,14231,96.0,6171,0.7114507466554642,0.7846050202846527,160.0,11780,96.0,5026,0.6812087744474412,0.810107198357582,60.0,5243,46.0,2907,0.7151335418224335,0.9958311915397644,2.0,7677,2.0,4197,0.726609268784523,0.8424230739474297,60.0,7694,46.0,4202,0.7147748082876205,0.8322915032505989,60.0,7694,46.0,4202,0.7262558877468109,0.79839536100626,160.0,14231,96.0,6171,,,,14231,,6171,0.7869574709632347,0.7291531458497048,0.8430770963430405,4202,7694,46.0,60.0,IX
D68,0.7609619024296717,0.7611893855551062,0.7333847896972352,0.7450081764871311,0.6586406881271993,0.7871345418999377,0.796233504398827,0.7550581774646801,,Other coagulation defects,D50-D89,3,0.7389610797166825,0.7817641019821167,0.7402779862284661,0.7830018147826194,459.0,14231,283.0,6171,0.7096488311886788,0.7559986785054207,457.0,11780,283.0,5026,0.7088729992508889,0.7815047681331635,190.0,5243,153.0,2907,0.4428087472915649,0.9818575456738472,4.0,7677,3.0,4197,0.7532277137041092,0.8190642610192299,192.0,7694,153.0,4202,0.763507941365242,0.8262454643845558,192.0,7694,153.0,4202,0.7343886256217956,0.7761293783783912,459.0,14231,283.0,6171,,,,14231,,6171,0.8096389573891406,0.7780250132083892,0.8398912265896797,4202,7694,153.0,192.0,III
Z966,0.7503011332359686,0.7594717320696233,0.7353285485518896,0.7464681449055478,0.7344279384936148,0.7870165178174708,0.7936647449569003,0.761025640504807,,Presence of orthopedic joint implants,Z00-Z99,4,0.7327709153294564,0.768552440404892,0.7399711310863495,0.7789217486977578,428.0,14231,227.0,6171,0.7140679985284806,0.7551380082964897,427.0,11780,226.0,5026,0.7167379185557365,0.7750091448426246,191.0,5243,131.0,2907,0.5459744572639466,0.8488618791103363,3.0,7677,3.0,4197,0.7592646509408951,0.812164095044136,192.0,7694,132.0,4202,0.7651803195476532,0.8196908324956894,192.0,7694,132.0,4202,0.7414731308817863,0.7808242574334144,428.0,14231,227.0,6171,,,,14231,,6171,0.7895963854083355,0.7606038555502892,0.815418466925621,4202,7694,132.0,192.0,XXI
D62,0.7337918257659035,0.7439265343053978,0.7079677437036305,0.7345742269045141,0.7862333386863658,0.7869654655573228,0.7856264529548513,0.7239578370560424,,Acute posthemorrhagic anemia,D50-D89,3,0.7170097723603248,0.7504505604505539,0.7270066529512406,0.759772652387619,767.0,14231,537.0,6171,0.6901853069663048,0.7251417741179467,767.0,11780,537.0,5026,0.7058031469583511,0.7648234888911247,264.0,5243,220.0,2907,0.6671311214566231,0.8866580262780188,13.0,7677,12.0,4197,0.761042021214962,0.8111486792564392,264.0,7694,220.0,4202,0.7602010205388069,0.8116499453783035,264.0,7694,220.0,4202,0.7059912800788879,0.7415076181292534,767.0,14231,537.0,6171,,,,14231,,6171,0.7877018842530283,0.7628666892647743,0.8150799036026001,4202,7694,220.0,264.0,III
F1010,0.7477114406549095,0.7531063085550305,0.7407412576911526,0.7726326829248071,0.8797600957775016,0.7867090544873391,0.7723619988938266,0.7232347287554042,,"Alcohol abuse, uncomplicated",F00-F99,5,0.7204563200473786,0.7734508827328682,0.7273148447275162,0.7765512719750405,374.0,14231,246.0,6171,0.715353149175644,0.7681454539299011,364.0,11780,238.0,5026,0.7325451508164406,0.8051701664924622,191.0,5243,144.0,2907,0.834320917725563,0.9173210322856904,57.0,7677,45.0,4197,0.7523259550333024,0.8202224969863892,201.0,7694,152.0,4202,0.7384181067347526,0.8054443940520286,201.0,7694,152.0,4202,0.6977552533149719,0.7494180172681808,374.0,14231,246.0,6171,,,,14231,,6171,0.7747237388395007,0.7380868390202522,0.8067299902439118,4202,7694,152.0,201.0,V
Z9884,0.7835185662857335,0.7853148212530047,0.7749178640469906,0.7728733992928664,0.8210516329483196,0.7866704680446661,0.8058693276312663,0.7725573923088138,,Bariatric surgery status,Z00-Z99,5,0.7493404150009155,0.81606734842062,0.7480150297284126,0.8153772547841072,152.0,14231,60.0,6171,0.7384480461478233,0.8112708374857902,148.0,11780,57.0,5026,0.718309523165226,0.8268523380160331,65.0,5243,36.0,2907,0.6653647214174271,0.9562143385410308,11.0,7677,9.0,4197,0.7381911396980286,0.8356910705566406,69.0,7694,39.0,4202,0.7610143303871155,0.8505787163972854,69.0,7694,39.0,4202,0.7351438120007515,0.8068165734410286,152.0,14231,60.0,6171,,,,14231,,6171,0.7851138037538609,0.7326548263430596,0.8297537654638291,4202,7694,39.0,69.0,XXI
K83,0.7739264032457749,0.7756738413806477,0.7530344490781338,0.7564425248839576,0.8377453813314442,0.7865526018099548,0.7895809766214179,0.7501387210811294,,Other diseases of biliary tract,K00-K93,3,0.7406995818018913,0.8071618869900703,0.7407988861203194,0.8075211122632027,191.0,14231,129.0,6171,0.7164687886834145,0.7870017305016518,191.0,11780,129.0,5026,0.6937550082802773,0.8104460015892982,78.0,5243,59.0,2907,0.7603220283985138,0.9051341399550438,14.0,7677,13.0,4197,0.7303249076008796,0.8372122064232826,78.0,7694,59.0,4202,0.736733791232109,0.8359817177057266,78.0,7694,59.0,4202,0.7136264279484749,0.7795834556221962,191.0,14231,129.0,6171,,,,14231,,6171,0.7705404277095453,0.7204089283943176,0.8209505647420883,4202,7694,59.0,78.0,XI
Z8674,0.7753150480423208,0.7292553201644111,0.6981716467877411,0.7413559484912551,0.9472312703583061,0.7865168539325843,0.7724719101123595,0.7235958145049054,,Personal history of sudden cardiac arrest,Z00-Z99,5,0.7211875975131988,0.8268433198332786,0.676368448138237,0.7853969871997832,74.0,14231,31.0,6171,0.6337793752551079,0.752321395277977,74.0,11780,31.0,5026,0.6513827711343765,0.8203221365809441,40.0,5243,23.0,2907,0.9320837587118148,0.9616954505443572,2.0,7677,1.0,4197,0.7118355482816696,0.8527548044919967,40.0,7694,23.0,4202,0.7007227376103401,0.8467203468084336,40.0,7694,23.0,4202,0.6622483685612679,0.7810230389237404,74.0,14231,31.0,6171,,,,14231,,6171,0.7822021165403711,0.7034163042902947,0.8498726233839988,4202,7694,23.0,40.0,XXI
Z9119,0.7314263099416928,0.7346394473544114,0.708486463095036,0.7582875947153682,0.9474986972381448,0.7864638172326051,0.7809689501623234,0.7084472855836532,,Patient's noncompliance with other medical treatment and regimen,Z00-Z99,5,0.6958594143390656,0.768154601752758,0.697625969350338,0.7704445287585259,203.0,14231,129.0,6171,0.6712757349014282,0.7460662871599197,203.0,11780,129.0,5026,0.7025762081146241,0.8161033645272255,96.0,5243,79.0,2907,0.942942114174366,0.9526911914348604,1.0,7677,1.0,4197,0.7364421457052232,0.8370627015829086,96.0,7694,79.0,4202,0.72953260242939,0.8279298216104507,96.0,7694,79.0,4202,0.6728862226009369,0.7419704854488373,203.0,14231,129.0,6171,,,,14231,,6171,0.7958207203650084,0.7409704342484474,0.8392454892396927,4202,7694,79.0,96.0,XXI
